,SPY,QQQ,EEM,VNQ,TLT,IEF,LQD,GLD,DBC
DRO_Wasserstein,0.10442131067363512,0.10337091247287038,0.09692641446188212,0.09555566276461216,0.12499975714528132,0.12517174182065732,0.12098983566519449,0.11664812384637113,0.11191624114949587
Min_CVaR_ExAnte,0.10854746913739652,0.0,0.0,0.0,0.0,0.8439528744054648,0.0,0.0,0.047499656457138634
