Fecha,SPY,QQQ,EEM,VNQ,TLT,IEF,LQD,GLD,DBC
2010-01-05,0.0,0.11551517638607656,0.0,0.0,0.0,0.7211422332531411,0.04206013906699557,0.07477656096132416,0.04650589033246264
2010-02-04,0.0,0.11551517638607658,0.0,0.0,0.0,0.7211422332531443,0.0420601390669921,0.07477656096132274,0.046505890332464335
2010-03-08,0.0,0.1155151763860746,0.0,0.0,0.0,0.7211422332531372,0.04206013906700138,0.07477656096132744,0.04650589033245946
2010-04-07,0.0,0.11442910465634729,0.0,0.0,0.0,0.7104222160073509,0.05637534327770989,0.07923103581295984,0.03954230024563208
2010-05-06,0.0,0.11442910465634736,0.0,0.0,0.0,0.7104222160073512,0.0563753432777098,0.07923103581295961,0.039542300245631996
2010-06-07,0.0,0.11442910465634773,0.0,0.0,0.0,0.7104222160073507,0.05637534327770992,0.07923103581295958,0.03954230024563209
2010-07-07,0.0,0.12182040935029687,0.0,0.0,0.0,0.7289808679911924,0.03760637940611946,0.07159391290901271,0.03999843034337863
2010-08-05,0.0,0.12182040935029895,0.0,0.0,0.0,0.7289808679911985,0.03760637940611403,0.07159391290900732,0.03999843034338123
2010-09-03,0.0,0.1257931225500311,0.0,0.0,0.0,0.7046411875166372,0.05883513373219806,0.07260614483337369,0.038124411367759965
2010-10-05,0.0,0.1308680586384327,0.0,0.0,0.0,0.7588541867234163,0.01989071867587937,0.05714082600618265,0.033246209956088936
2010-11-03,0.0,0.1308680586384329,0.0,0.0,0.0,0.7588541867234131,0.01989071867588168,0.057140826006183115,0.033246209956089
2010-12-03,0.0,0.13050845106024345,0.0,0.0,0.0,0.7411957447416768,0.045907937688083336,0.05128660731560769,0.031101259194388664
2011-01-04,0.0,0.1378981832968605,0.0,0.0,0.0,0.7370860751204603,0.027742616145050532,0.07013203807490356,0.027141087362725108
2011-02-03,0.0,0.13806856036176463,0.0,0.0,0.0,0.7386953808828558,0.02305308246953916,0.07559503252277833,0.02458794376306208
2011-03-07,0.0,0.13806856036176463,0.0,0.0,0.0,0.7386953808828565,0.02305308246953855,0.0755950325227783,0.02458794376306206
2011-04-05,0.0,0.13416213801061877,0.0,0.0,0.0,0.7444695825499881,0.02426588777531666,0.07327112569585897,0.02383126596821763
2011-05-05,0.0,0.11644986711317029,0.0,0.0,0.0,0.7488022252089148,0.02342640337431515,0.07093268928854377,0.040388815015056
2011-06-06,0.0,0.12179138228057472,0.0,0.0,0.0,0.7398168971079978,0.02727630762846332,0.07766662860853417,0.03344878437442996
2011-07-06,0.0,0.12615924417655508,0.0,0.0,0.0,0.7301825184312605,0.029280892274947568,0.0831010373031053,0.031276307814131606
2011-08-04,0.0,0.13200950326635247,0.0,0.0,0.0,0.7337808147701796,0.03112173970682355,0.08117856013253229,0.021909382124112142
2011-09-02,0.0,0.13837090006681863,0.0,0.0,0.0,0.7520207005688636,0.02177468981928802,0.06465767380696966,0.023176035738060097
2011-10-04,0.0,0.13760414711640043,0.0,0.0,0.0,0.7458215342630183,0.011216308004307505,0.07682294076083418,0.028535069855439524
2011-11-02,0.05178857040233106,0.07812325699454324,0.0,0.0,0.0,0.5858005888786084,0.2003468346170698,0.0015178596409880407,0.08242288946645934
2011-12-02,0.11529571205972003,0.04602981613981836,0.0,0.0,0.0,0.6670585559526069,0.0996932835483379,0.003145186560695689,0.0687774457388212
2012-01-04,0.11529571205971965,0.04602981613981873,0.0,0.0,0.0,0.6670585559526071,0.09969328354833734,0.0031451865606958837,0.06877744573882127
