Fecha,SPY,QQQ,EEM,VNQ,TLT,IEF,LQD,GLD,DBC
2010-01-05,0.0,0.0,0.0,3.630969508126213e-17,4.058679259732091e-17,0.15232051228966603,0.0,0.847679487710334,0.0
2010-02-04,1.1044917175275681e-16,0.0,8.447092084031356e-17,0.0,4.74812008619713e-17,0.2765687405994518,6.012903079596781e-18,0.723431259400548,0.0
2010-03-08,7.250681026271424e-17,0.0,0.0,1.2898999028958076e-16,0.0,0.19580685225955768,0.0,0.8041931477404421,0.0
2010-04-07,0.0,3.2340804010491586e-17,0.0,0.0,6.076968637241097e-17,0.2496030278103339,2.1791651482617733e-17,0.7503969721896661,0.0
2010-05-06,9.270310105308041e-18,0.0,3.081495572668843e-17,0.0,2.7353033253244112e-17,0.27297589216036566,0.0,0.7270241078396344,0.0
2010-06-07,0.0,0.0,1.1175924489161118e-17,1.8447143521788923e-18,0.0,0.25085630395663633,8.854552285932632e-17,0.7491436960433635,0.0
2010-07-07,7.704325312757345e-17,1.5118051831622709e-16,1.0513731791954708e-17,2.2304263705886543e-17,0.24153897350689957,0.04476308294656047,0.0,0.7136979435465397,2.2358658134812193e-17
2010-08-05,0.0,3.926379290137496e-17,0.0,8.831521078018171e-17,0.0,0.31205169118575765,0.0,0.6879483088142421,4.3369089683903996e-17
2010-09-03,0.0,5.085239395618192e-17,0.0,0.0,0.169426452508408,0.07247477652260827,0.0,0.7580987709689837,7.521953738888321e-17
2010-10-05,7.722769407765669e-17,0.0,0.0,0.0,1.2828530869128401e-16,0.2962466973285178,3.2766520671534647e-16,0.7037533026714818,7.401239506968016e-18
2010-11-03,0.0,0.0,3.823646741986978e-17,3.6725619535056415e-17,2.51391895577366e-17,0.3579211191200474,0.0,0.6420788808799525,3.079950378250873e-17
2010-12-03,2.0611013350343757e-18,2.6352077649523008e-17,0.0,6.951851842881461e-19,0.0,0.1004931139098052,0.0908308865197604,0.8086759995704346,0.0
2011-01-04,0.0,0.0,2.979011161950053e-17,4.089428806438406e-17,4.0262636687993435e-17,4.6026835282375245e-06,0.2718658968762989,0.7281295004401728,0.0
2011-02-03,0.0,0.1961036487707706,8.368330665208012e-18,5.82217837989696e-17,0.0,0.17033823479468602,0.09414588957237567,0.5394122268621677,5.252357191152001e-18
2011-03-07,0.0,0.24932055894204583,1.2778361706312175e-17,3.69660700374789e-17,2.3731864496191443e-17,0.04348454742641455,0.230554262660723,0.47664063097081655,4.215890030982871e-17
2011-04-05,9.057105954807595e-17,0.1275206313136042,0.0,2.6482640296487726e-17,0.0,0.0,0.18920336688925707,0.6832760017971388,3.9657706131358685e-17
2011-05-05,0.0,0.013606744161091302,0.0,0.0,1.0401988755559452e-16,0.0,0.136025591627774,0.8503676642111345,1.0455021782731745e-16
2011-06-06,0.0,0.0,0.0,1.2291071926315641e-16,2.7286553665705967e-16,0.0,0.1669651957035387,0.8330348042964609,0.0
2011-07-06,0.0,0.08832107980434432,3.260531675336728e-17,4.539994678870069e-17,0.0,0.0,0.2543139532007844,0.6573649669948711,0.0
2011-08-04,0.0,0.0,0.0,0.0,0.0,2.777645810147738e-17,0.13035539629255719,0.8696446037074428,0.0
2011-09-02,0.0,1.030704671088181e-16,0.0,2.0093690131323202e-17,0.0,3.122502256758252e-17,0.0,0.9999999999999998,9.328957359697494e-17
2011-10-04,0.0,0.0,2.7255113046338286e-18,0.0,0.0,0.0,0.13638657057757725,0.8636134294224226,1.9197606467476659e-16
2011-11-02,1.1601513537334244e-17,4.996003610813203e-16,0.0,0.0,1.0054302157291223e-17,0.0,5.926579666029374e-17,0.9999999999999993,0.0
2011-12-02,0.0,0.32465740492752937,1.117018147769212e-16,0.0,0.0,0.0,1.1591291465826125e-16,0.6753425950724704,0.0
2012-01-04,1.9026802037520021e-16,0.4753496001998039,1.6996117580735396e-16,2.4758918161368356e-16,7.187226314715566e-17,4.343930980610276e-17,0.0,0.5246503998001951,2.5383422769019945e-16
2012-02-03,1.628612560734185e-16,0.4888085588144499,0.0,0.05205139114566587,8.917099945531614e-17,1.3971433504469286e-17,0.0,0.45914005003988395,0.0
2012-03-06,1.5686154606486452e-16,0.6150540755451638,0.0,0.3271811225671767,0.0,1.5301268729827437e-16,4.256799425649483e-18,0.0577648018876592,2.138807026416746e-16
2012-04-04,0.0,0.47592652496541216,0.0,0.27569632381941606,0.0,0.0,0.0,0.24837715121517162,1.8712093072761535e-16
2012-05-04,0.0,0.07173349473070172,0.0,0.5040418093712349,6.634658478975316e-17,7.171101748226233e-17,0.0,0.4242246958980634,5.301378960253232e-17
2012-06-05,0.0,2.0413188360685688e-16,9.313753705369147e-17,0.5014007923705665,0.4480339659960301,0.0,0.0,0.05056524163340319,1.672683018329029e-17
2012-07-05,0.0,0.0,1.0384675042343194e-17,0.7263639315696703,0.1404164083676984,0.0,0.0,0.13321966006263136,8.451958269064774e-17
2012-08-03,2.4552272018485264e-16,0.0,8.489212361683306e-18,0.5710780389840442,0.4014854205352774,1.4097082613623282e-16,1.2912118675421613e-16,0.027436540480677545,2.483350017714541e-16
