Fecha,SPY,QQQ,EEM,VNQ,TLT,IEF,LQD,GLD,DBC
2010-01-05,0.09898256841185796,0.10264960252047363,0.07894994045796362,0.0798083689772046,0.1401438771940903,0.1368203188092593,0.12882177675980755,0.1252810869434126,0.10854245992593035
2010-02-04,0.09898256406044176,0.10264960048231896,0.07894993612586576,0.07980836446253219,0.14014388238436026,0.13682032171643885,0.12882177810242057,0.12528109085614791,0.10854246180947379
2010-03-08,0.0990887527483906,0.10273449511074335,0.07937900534776897,0.07996285646731893,0.1402779233652235,0.13677511559290276,0.12868124270537207,0.12498187113074216,0.10811873753153754
2010-04-07,0.09908875415254617,0.1027344958124386,0.07937900612583791,0.07996285654986006,0.140277923033004,0.1367751160204761,0.12868124308988557,0.12498186970351725,0.10811873551243423
2010-05-06,0.0990887309062593,0.10273448630938026,0.07937898617242116,0.07996284107041074,0.14027794084029824,0.13677512489798563,0.12868124915457796,0.12498189297598333,0.10811874767268347
2010-06-07,0.09892187560001531,0.10257860446364454,0.07913802409689949,0.07961293906216697,0.1407400734685486,0.13703815479078665,0.12878380296086275,0.12522798205314073,0.10795854350393493
2010-07-07,0.09892187532046741,0.10257860477822875,0.07913802386068065,0.07961293924653685,0.14074007299437957,0.13703815459517305,0.12878380297400585,0.1252279820984067,0.10795854413212123
2010-08-05,0.09892187253051143,0.10257861997032608,0.07913800767428725,0.07961293311347652,0.1407400677780942,0.13703816228368745,0.12878381517552603,0.1252279883770958,0.10795853309699534
2010-09-03,0.09892187244362166,0.10257862093983455,0.07913800684820173,0.07961293254489255,0.14074006769433564,0.1370381630528199,0.1287838160058388,0.12522798845994076,0.10795853201051434
2010-10-05,0.09892187299975298,0.10257862096893938,0.07913800667061739,0.07961293185167083,0.14074006854782273,0.13703816367068264,0.12878381623774152,0.12522798842268631,0.10795853063008636
2010-11-03,0.09892187639581779,0.1025786052661514,0.07913802309511082,0.07961293777253052,0.1407400745215986,0.13703815593911076,0.1287838036899604,0.1252279822211912,0.10795854109852869
2010-12-03,0.09914533148521701,0.10267806842592449,0.07937938512443089,0.08009176599098024,0.1407212932437149,0.13686987895577427,0.12869755521941642,0.12501770547391605,0.10739901608062576
2011-01-04,0.09914533240997102,0.10267807025656328,0.07937938184477332,0.08009176875440027,0.14072129506999986,0.13686988160767924,0.1286975576931461,0.12501770180546148,0.10739901055800552
2011-02-03,0.09914533438761525,0.10267807329886865,0.07937937986016147,0.08009177641621876,0.14072128949233836,0.1368698789337129,0.1286975577620195,0.12501769834885795,0.10739901150020707
2011-03-07,0.09914528006452138,0.10267794645702788,0.07937930708018638,0.08009170026964,0.1407214663929277,0.13686993551185497,0.1286975478148173,0.12501776558819844,0.10739905082082597
2011-04-05,0.09890856768034786,0.10261921295366559,0.07996003305143466,0.0791616747467453,0.140359832792916,0.1366669874429168,0.1284826419479856,0.12570631987603356,0.10813472950795468
2011-05-05,0.09890866143916158,0.1026192890605058,0.07996009179015663,0.07916166731302618,0.14035973694352022,0.1366669648288728,0.12848264144037888,0.12570627581833396,0.10813467136604404
2011-06-06,0.09890868947738587,0.10261930738957724,0.0799600903422649,0.07916168222368142,0.140359689584661,0.13666693822015835,0.12848262766227378,0.125706278604161,0.10813469649583635
2011-07-06,0.09890866044473698,0.10261928686402111,0.07996008239365757,0.07916167021167603,0.14035973649958544,0.13666696325432984,0.128482640345007,0.12570627963235426,0.10813468035463168
2011-08-04,0.09890865018320666,0.10261927641385797,0.07996006661044275,0.07916167632578855,0.14035974658450348,0.13666696351360946,0.12848263887135694,0.1257062873395128,0.10813469415772142
2011-09-02,0.09828343926998301,0.10192428920844623,0.07890853827621261,0.07858888076453807,0.1416909218165348,0.1374131844463704,0.12888953889472374,0.1268896402763279,0.10741156704686332
2011-10-04,0.09829582319553788,0.10228916214172096,0.0811010959206835,0.07863285367922064,0.13991626006532779,0.13589785334333726,0.1297513006849453,0.12569851420044134,0.1084171367687854
2011-11-02,0.09995870828983258,0.10251022686079532,0.08639331502259417,0.07657275925515265,0.1393933300800047,0.13440318081904587,0.12935009497198555,0.12443164603397662,0.10698673866661236
